DATE,NASDAQ:AAPL,#REF!,NASDAQ:GOOG,#REF!,NASDAQ:MSFT,#REF!,NASDAQ:TSLA,#REF!,NYSE:GM,#REF!,NYSE:F,#REF!,TSE:TD,,TSE:BNS,,TSE:RY,
4/8/2016 16:00:00,27.17,6/30/2016 16:00:00,34.6,4/8/2016 16:00:00,54.42,4/8/2016 16:00:00,16.67,4/8/2016 16:00:00,29.37,4/8/2016 16:00:00,12.55,4/15/2016 16:00:00,55.54,4/13/2016 16:00:00,63.65,4/21/2016 16:00:00,77.51,
4/11/2016 16:00:00,27.26,7/1/2016 16:00:00,34.96,4/11/2016 16:00:00,54.31,4/11/2016 16:00:00,16.66,4/11/2016 16:00:00,29.53,4/11/2016 16:00:00,12.66,4/18/2016 16:00:00,55.3,4/14/2016 16:00:00,63.88,4/22/2016 16:00:00,77.58,
4/12/2016 16:00:00,27.61,7/5/2016 16:00:00,34.72,4/12/2016 16:00:00,54.65,4/12/2016 16:00:00,16.52,4/12/2016 16:00:00,29.71,4/12/2016 16:00:00,12.81,4/19/2016 16:00:00,55.91,4/15/2016 16:00:00,63.64,4/25/2016 16:00:00,77.29,
4/13/2016 16:00:00,28.01,7/6/2016 16:00:00,34.89,4/13/2016 16:00:00,55.35,4/13/2016 16:00:00,16.97,4/13/2016 16:00:00,30.78,4/13/2016 16:00:00,13.06,4/20/2016 16:00:00,56.4,4/18/2016 16:00:00,63.66,4/26/2016 16:00:00,77.81,
4/14/2016 16:00:00,28.03,7/7/2016 16:00:00,34.77,4/14/2016 16:00:00,55.36,4/14/2016 16:00:00,16.79,4/14/2016 16:00:00,30.72,4/14/2016 16:00:00,13.09,4/21/2016 16:00:00,56.25,4/19/2016 16:00:00,64.33,4/27/2016 16:00:00,77.96,
4/15/2016 16:00:00,27.46,7/8/2016 16:00:00,35.28,4/15/2016 16:00:00,55.65,4/15/2016 16:00:00,16.97,4/15/2016 16:00:00,30.56,4/15/2016 16:00:00,12.94,4/22/2016 16:00:00,56.19,4/20/2016 16:00:00,65.23,4/28/2016 16:00:00,77.78,
4/18/2016 16:00:00,26.87,7/11/2016 16:00:00,35.75,4/18/2016 16:00:00,56.46,4/18/2016 16:00:00,16.93,4/18/2016 16:00:00,31.31,4/18/2016 16:00:00,13.25,4/25/2016 16:00:00,55.67,4/21/2016 16:00:00,65.04,4/29/2016 16:00:00,77.92,
4/19/2016 16:00:00,26.73,7/12/2016 16:00:00,36.03,4/19/2016 16:00:00,56.39,4/19/2016 16:00:00,16.49,4/19/2016 16:00:00,31.97,4/19/2016 16:00:00,13.44,4/26/2016 16:00:00,55.57,4/22/2016 16:00:00,65.29,5/2/2016 16:00:00,77.71,
4/20/2016 16:00:00,26.78,7/13/2016 16:00:00,35.85,4/20/2016 16:00:00,55.59,4/20/2016 16:00:00,16.66,4/20/2016 16:00:00,32.19,4/20/2016 16:00:00,13.64,4/27/2016 16:00:00,55.72,4/25/2016 16:00:00,64.93,5/3/2016 16:00:00,76.21,
4/21/2016 16:00:00,26.49,7/14/2016 16:00:00,36.05,4/21/2016 16:00:00,55.78,4/21/2016 16:00:00,16.55,4/21/2016 16:00:00,32.66,4/21/2016 16:00:00,13.65,4/28/2016 16:00:00,55.6,4/26/2016 16:00:00,65.24,5/4/2016 16:00:00,75.68,
4/22/2016 16:00:00,26.42,7/15/2016 16:00:00,35.99,4/22/2016 16:00:00,51.78,4/22/2016 16:00:00,16.92,4/22/2016 16:00:00,32.18,4/22/2016 16:00:00,13.61,4/29/2016 16:00:00,55.85,4/27/2016 16:00:00,65.43,5/5/2016 16:00:00,75.68,
4/25/2016 16:00:00,26.27,7/18/2016 16:00:00,36.69,4/25/2016 16:00:00,52.11,4/25/2016 16:00:00,16.79,4/25/2016 16:00:00,31.95,4/25/2016 16:00:00,13.58,5/2/2016 16:00:00,55.71,4/28/2016 16:00:00,65.24,5/6/2016 16:00:00,76.09,
4/26/2016 16:00:00,26.09,7/19/2016 16:00:00,36.85,4/26/2016 16:00:00,51.44,4/26/2016 16:00:00,16.92,4/26/2016 16:00:00,32.19,4/26/2016 16:00:00,13.75,5/3/2016 16:00:00,55.9,4/29/2016 16:00:00,65.8,5/9/2016 16:00:00,75.62,
4/27/2016 16:00:00,24.46,7/20/2016 16:00:00,37.06,4/27/2016 16:00:00,50.94,4/27/2016 16:00:00,16.76,4/27/2016 16:00:00,32.16,4/27/2016 16:00:00,13.66,5/4/2016 16:00:00,55.77,5/2/2016 16:00:00,65.17,5/10/2016 16:00:00,76.61,
4/28/2016 16:00:00,23.71,7/21/2016 16:00:00,36.93,4/28/2016 16:00:00,49.9,4/28/2016 16:00:00,16.51,4/28/2016 16:00:00,32.44,4/28/2016 16:00:00,14.09,5/5/2016 16:00:00,55.64,5/3/2016 16:00:00,63.43,5/11/2016 16:00:00,76.62,
4/29/2016 16:00:00,23.44,7/22/2016 16:00:00,37.14,4/29/2016 16:00:00,49.87,4/29/2016 16:00:00,16.05,4/29/2016 16:00:00,31.8,4/29/2016 16:00:00,13.56,5/6/2016 16:00:00,55.55,5/4/2016 16:00:00,62.61,5/12/2016 16:00:00,76.97,
5/2/2016 16:00:00,23.41,7/25/2016 16:00:00,36.99,5/2/2016 16:00:00,50.61,5/2/2016 16:00:00,16.12,5/2/2016 16:00:00,31.75,5/2/2016 16:00:00,13.62,5/9/2016 16:00:00,55.35,5/5/2016 16:00:00,61.9,5/13/2016 16:00:00,76.82,
5/3/2016 16:00:00,23.8,7/26/2016 16:00:00,36.92,5/3/2016 16:00:00,49.78,5/3/2016 16:00:00,15.49,5/3/2016 16:00:00,31.25,5/3/2016 16:00:00,13.43,5/10/2016 16:00:00,55.93,5/6/2016 16:00:00,62.13,5/16/2016 16:00:00,77.01,
5/4/2016 16:00:00,23.55,7/27/2016 16:00:00,37.09,5/4/2016 16:00:00,49.87,5/4/2016 16:00:00,14.84,5/4/2016 16:00:00,30.59,5/4/2016 16:00:00,13.31,5/11/2016 16:00:00,56.05,5/9/2016 16:00:00,61.69,5/17/2016 16:00:00,76.84,
5/5/2016 16:00:00,23.31,7/28/2016 16:00:00,37.3,5/5/2016 16:00:00,49.94,5/5/2016 16:00:00,14.1,5/5/2016 16:00:00,30.54,5/5/2016 16:00:00,13.32,5/12/2016 16:00:00,56.21,5/10/2016 16:00:00,62.32,5/18/2016 16:00:00,78.16,
5/6/2016 16:00:00,23.18,7/29/2016 16:00:00,38.44,5/6/2016 16:00:00,50.39,5/6/2016 16:00:00,14.33,5/6/2016 16:00:00,30.96,5/6/2016 16:00:00,13.44,5/13/2016 16:00:00,56.09,5/11/2016 16:00:00,62.79,5/19/2016 16:00:00,77.57,
5/9/2016 16:00:00,23.2,8/1/2016 16:00:00,38.64,5/9/2016 16:00:00,50.07,5/9/2016 16:00:00,13.93,5/9/2016 16:00:00,30.78,5/9/2016 16:00:00,13.32,5/16/2016 16:00:00,56.18,5/12/2016 16:00:00,62.97,5/20/2016 16:00:00,77.85,
5/10/2016 16:00:00,23.36,8/2/2016 16:00:00,38.55,5/10/2016 16:00:00,51.02,5/10/2016 16:00:00,13.91,5/10/2016 16:00:00,31.35,5/10/2016 16:00:00,13.49,5/17/2016 16:00:00,56.12,5/13/2016 16:00:00,62.62,5/24/2016 16:00:00,78.52,
5/11/2016 16:00:00,23.13,8/3/2016 16:00:00,38.66,5/11/2016 16:00:00,51.05,5/11/2016 16:00:00,13.93,5/11/2016 16:00:00,31.08,5/11/2016 16:00:00,13.32,5/18/2016 16:00:00,56.55,5/16/2016 16:00:00,62.93,5/25/2016 16:00:00,79.25,
5/12/2016 16:00:00,22.59,8/4/2016 16:00:00,38.58,5/12/2016 16:00:00,51.51,5/12/2016 16:00:00,13.82,5/12/2016 16:00:00,31.18,5/12/2016 16:00:00,13.35,5/19/2016 16:00:00,56.27,5/17/2016 16:00:00,62.8,5/26/2016 16:00:00,80,
5/13/2016 16:00:00,22.63,8/5/2016 16:00:00,39.11,5/13/2016 16:00:00,51.08,5/13/2016 16:00:00,13.84,5/13/2016 16:00:00,30.52,5/13/2016 16:00:00,13.22,5/20/2016 16:00:00,56.5,5/18/2016 16:00:00,63.2,5/27/2016 16:00:00,80.55,
5/16/2016 16:00:00,23.47,8/8/2016 16:00:00,39.09,5/16/2016 16:00:00,51.83,5/16/2016 16:00:00,13.89,5/16/2016 16:00:00,30.67,5/16/2016 16:00:00,13.32,5/24/2016 16:00:00,57,5/19/2016 16:00:00,62.73,5/30/2016 16:00:00,80.39,
5/17/2016 16:00:00,23.37,8/9/2016 16:00:00,39.21,5/17/2016 16:00:00,50.51,5/17/2016 16:00:00,13.64,5/17/2016 16:00:00,30.63,5/17/2016 16:00:00,13.14,5/25/2016 16:00:00,57.38,5/20/2016 16:00:00,63.1,5/31/2016 16:00:00,78.83,
5/18/2016 16:00:00,23.64,8/10/2016 16:00:00,39.23,5/18/2016 16:00:00,50.81,5/18/2016 16:00:00,14.08,5/18/2016 16:00:00,30.75,5/18/2016 16:00:00,13.16,5/26/2016 16:00:00,57.46,5/24/2016 16:00:00,63.76,6/1/2016 16:00:00,79.1,
5/19/2016 16:00:00,23.55,8/11/2016 16:00:00,39.24,5/19/2016 16:00:00,50.32,5/19/2016 16:00:00,14.35,5/19/2016 16:00:00,30.32,5/19/2016 16:00:00,13.09,5/27/2016 16:00:00,57.67,5/25/2016 16:00:00,64.59,6/2/2016 16:00:00,79.62,
5/20/2016 16:00:00,23.81,8/12/2016 16:00:00,39.16,5/20/2016 16:00:00,50.62,5/20/2016 16:00:00,14.69,5/20/2016 16:00:00,30.57,5/20/2016 16:00:00,13.19,5/30/2016 16:00:00,57.62,5/26/2016 16:00:00,64.51,6/3/2016 16:00:00,79.26,
5/23/2016 16:00:00,24.11,8/15/2016 16:00:00,39.12,5/23/2016 16:00:00,50.03,5/23/2016 16:00:00,14.41,5/23/2016 16:00:00,30.59,5/23/2016 16:00:00,13.13,5/31/2016 16:00:00,57.11,5/27/2016 16:00:00,65,6/6/2016 16:00:00,79.33,
5/24/2016 16:00:00,24.48,8/16/2016 16:00:00,38.86,5/24/2016 16:00:00,51.59,5/24/2016 16:00:00,14.53,5/24/2016 16:00:00,31.05,5/24/2016 16:00:00,13.29,6/1/2016 16:00:00,57.36,5/30/2016 16:00:00,64.95,6/7/2016 16:00:00,79.95,
5/25/2016 16:00:00,24.91,8/17/2016 16:00:00,39,5/25/2016 16:00:00,52.12,5/25/2016 16:00:00,14.64,5/25/2016 16:00:00,31.65,5/25/2016 16:00:00,13.52,6/2/2016 16:00:00,57.58,5/31/2016 16:00:00,64.14,6/8/2016 16:00:00,79.8,
5/26/2016 16:00:00,25.1,8/18/2016 16:00:00,38.88,5/26/2016 16:00:00,51.89,5/26/2016 16:00:00,15.01,5/26/2016 16:00:00,31.29,5/26/2016 16:00:00,13.46,6/3/2016 16:00:00,57.25,6/1/2016 16:00:00,64.89,6/9/2016 16:00:00,79.34,
5/27/2016 16:00:00,25.09,8/19/2016 16:00:00,38.77,5/27/2016 16:00:00,52.32,5/27/2016 16:00:00,14.87,5/27/2016 16:00:00,31.39,5/27/2016 16:00:00,13.45,6/6/2016 16:00:00,57.36,6/2/2016 16:00:00,65.45,6/10/2016 16:00:00,78.57,
5/31/2016 16:00:00,24.97,8/22/2016 16:00:00,38.61,5/31/2016 16:00:00,53,5/31/2016 16:00:00,14.88,5/31/2016 16:00:00,31.28,5/31/2016 16:00:00,13.49,6/7/2016 16:00:00,57.76,6/3/2016 16:00:00,65.47,6/13/2016 16:00:00,78.5,
6/1/2016 16:00:00,24.62,8/23/2016 16:00:00,38.6,6/1/2016 16:00:00,52.85,6/1/2016 16:00:00,14.64,6/1/2016 16:00:00,30.22,6/1/2016 16:00:00,13.11,6/8/2016 16:00:00,57.6,6/6/2016 16:00:00,65.86,6/14/2016 16:00:00,77.11,
6/2/2016 16:00:00,24.43,8/24/2016 16:00:00,38.48,6/2/2016 16:00:00,52.48,6/2/2016 16:00:00,14.6,6/2/2016 16:00:00,30.26,6/2/2016 16:00:00,13.21,6/9/2016 16:00:00,57.2,6/7/2016 16:00:00,67.07,6/15/2016 16:00:00,77.01,
6/3/2016 16:00:00,24.48,8/25/2016 16:00:00,38.47,6/3/2016 16:00:00,51.79,6/3/2016 16:00:00,14.6,6/3/2016 16:00:00,29.6,6/3/2016 16:00:00,13.04,6/10/2016 16:00:00,56.76,6/8/2016 16:00:00,66.9,6/16/2016 16:00:00,77.32,
6/6/2016 16:00:00,24.66,8/26/2016 16:00:00,38.48,6/6/2016 16:00:00,52.13,6/6/2016 16:00:00,14.71,6/6/2016 16:00:00,29.99,6/6/2016 16:00:00,13.18,6/13/2016 16:00:00,56.56,6/9/2016 16:00:00,66.32,6/17/2016 16:00:00,77.6,
6/7/2016 16:00:00,24.76,8/29/2016 16:00:00,38.61,6/7/2016 16:00:00,52.1,6/7/2016 16:00:00,15.49,6/7/2016 16:00:00,30.23,6/7/2016 16:00:00,13.38,6/14/2016 16:00:00,55.86,6/10/2016 16:00:00,65.25,6/20/2016 16:00:00,78.01,
6/8/2016 16:00:00,24.74,8/30/2016 16:00:00,38.45,6/8/2016 16:00:00,52.04,6/8/2016 16:00:00,15.7,6/8/2016 16:00:00,29.57,6/8/2016 16:00:00,13.36,6/15/2016 16:00:00,55.6,6/13/2016 16:00:00,64.97,6/21/2016 16:00:00,78.62,
6/9/2016 16:00:00,24.91,8/31/2016 16:00:00,38.35,6/9/2016 16:00:00,51.62,6/9/2016 16:00:00,15.29,6/9/2016 16:00:00,29.36,6/9/2016 16:00:00,13.26,6/16/2016 16:00:00,55.78,6/14/2016 16:00:00,64.55,6/22/2016 16:00:00,78.47,
6/10/2016 16:00:00,24.71,9/1/2016 16:00:00,38.44,6/10/2016 16:00:00,51.48,6/10/2016 16:00:00,14.59,6/10/2016 16:00:00,29.06,6/10/2016 16:00:00,13.1,6/17/2016 16:00:00,55.7,6/15/2016 16:00:00,64.29,6/23/2016 16:00:00,79.69,
6/13/2016 16:00:00,24.34,9/2/2016 16:00:00,38.57,6/13/2016 16:00:00,50.14,6/13/2016 16:00:00,14.52,6/13/2016 16:00:00,29.08,6/13/2016 16:00:00,12.98,6/20/2016 16:00:00,55.9,6/16/2016 16:00:00,64.24,6/24/2016 16:00:00,77.21,
6/14/2016 16:00:00,24.37,9/6/2016 16:00:00,39,6/14/2016 16:00:00,49.83,6/14/2016 16:00:00,14.33,6/14/2016 16:00:00,28.83,6/14/2016 16:00:00,12.84,6/21/2016 16:00:00,56.35,6/17/2016 16:00:00,64.48,6/27/2016 16:00:00,75.2,
6/15/2016 16:00:00,24.29,9/7/2016 16:00:00,39.02,6/15/2016 16:00:00,49.69,6/15/2016 16:00:00,14.51,6/15/2016 16:00:00,28.86,6/15/2016 16:00:00,13.01,6/22/2016 16:00:00,56.17,6/20/2016 16:00:00,65.05,6/28/2016 16:00:00,76.38,
6/16/2016 16:00:00,24.39,9/8/2016 16:00:00,38.77,6/16/2016 16:00:00,50.39,6/16/2016 16:00:00,14.53,6/16/2016 16:00:00,29.02,6/16/2016 16:00:00,13.12,6/23/2016 16:00:00,56.66,6/21/2016 16:00:00,65.15,6/29/2016 16:00:00,76.9,
6/17/2016 16:00:00,23.83,9/9/2016 16:00:00,37.98,6/17/2016 16:00:00,50.13,6/17/2016 16:00:00,14.36,6/17/2016 16:00:00,29.23,6/17/2016 16:00:00,13.26,6/24/2016 16:00:00,55.24,6/22/2016 16:00:00,64.91,6/30/2016 16:00:00,76.34,
6/20/2016 16:00:00,23.78,9/12/2016 16:00:00,38.45,6/20/2016 16:00:00,50.07,6/20/2016 16:00:00,14.65,6/20/2016 16:00:00,29.65,6/20/2016 16:00:00,13.42,6/27/2016 16:00:00,54.51,6/23/2016 16:00:00,65.55,7/4/2016 16:00:00,77.19,
6/21/2016 16:00:00,23.98,9/13/2016 16:00:00,37.98,6/21/2016 16:00:00,51.19,6/21/2016 16:00:00,14.64,6/21/2016 16:00:00,29.51,6/21/2016 16:00:00,13.22,6/28/2016 16:00:00,55.32,6/24/2016 16:00:00,64.03,7/5/2016 16:00:00,76.93,
6/22/2016 16:00:00,23.89,9/14/2016 16:00:00,38.12,6/22/2016 16:00:00,50.99,6/22/2016 16:00:00,13.11,6/22/2016 16:00:00,29.32,6/22/2016 16:00:00,13.18,6/29/2016 16:00:00,55.54,6/27/2016 16:00:00,62.8,7/6/2016 16:00:00,76.61,
6/23/2016 16:00:00,24.03,9/15/2016 16:00:00,38.59,6/23/2016 16:00:00,51.91,6/23/2016 16:00:00,13.09,6/23/2016 16:00:00,29.82,6/23/2016 16:00:00,13.4,6/30/2016 16:00:00,55.48,6/28/2016 16:00:00,63.77,7/7/2016 16:00:00,76.73,
6/24/2016 16:00:00,23.35,9/16/2016 16:00:00,38.44,6/24/2016 16:00:00,49.83,6/24/2016 16:00:00,12.88,6/24/2016 16:00:00,28.35,6/24/2016 16:00:00,12.52,7/4/2016 16:00:00,56.13,6/29/2016 16:00:00,64.51,7/8/2016 16:00:00,77.35,
6/27/2016 16:00:00,23.01,9/19/2016 16:00:00,38.28,6/27/2016 16:00:00,48.43,6/27/2016 16:00:00,13.24,6/27/2016 16:00:00,27.51,6/27/2016 16:00:00,12.16,7/5/2016 16:00:00,56,6/30/2016 16:00:00,63.31,7/11/2016 16:00:00,78.11,
6/28/2016 16:00:00,23.4,9/20/2016 16:00:00,38.57,6/28/2016 16:00:00,49.44,6/28/2016 16:00:00,13.45,6/28/2016 16:00:00,27.74,6/28/2016 16:00:00,12.39,7/6/2016 16:00:00,54.83,7/4/2016 16:00:00,63.69,7/12/2016 16:00:00,79.08,
6/29/2016 16:00:00,23.6,9/21/2016 16:00:00,38.81,6/29/2016 16:00:00,50.54,6/29/2016 16:00:00,14.01,6/29/2016 16:00:00,28.17,6/29/2016 16:00:00,12.55,7/7/2016 16:00:00,54.85,7/5/2016 16:00:00,63.29,7/13/2016 16:00:00,79.27,
6/30/2016 16:00:00,23.9,9/22/2016 16:00:00,39.36,6/30/2016 16:00:00,51.17,6/30/2016 16:00:00,14.15,6/30/2016 16:00:00,28.3,6/30/2016 16:00:00,12.57,7/8/2016 16:00:00,55.11,7/6/2016 16:00:00,63.1,7/14/2016 16:00:00,79.82,
7/1/2016 16:00:00,23.97,9/23/2016 16:00:00,39.35,7/1/2016 16:00:00,51.16,7/1/2016 16:00:00,14.43,7/1/2016 16:00:00,28.89,7/1/2016 16:00:00,12.72,7/11/2016 16:00:00,55.53,7/7/2016 16:00:00,62.89,7/15/2016 16:00:00,80.1,
7/5/2016 16:00:00,23.75,9/26/2016 16:00:00,38.71,7/5/2016 16:00:00,51.17,7/5/2016 16:00:00,14.27,7/5/2016 16:00:00,28.17,7/5/2016 16:00:00,12.4,7/12/2016 16:00:00,56.29,7/8/2016 16:00:00,63.3,7/18/2016 16:00:00,80.01,
7/6/2016 16:00:00,23.88,9/27/2016 16:00:00,39.15,7/6/2016 16:00:00,51.38,7/6/2016 16:00:00,14.3,7/6/2016 16:00:00,28.4,7/6/2016 16:00:00,12.57,7/13/2016 16:00:00,56.46,7/11/2016 16:00:00,63.89,7/19/2016 16:00:00,79.94,
7/7/2016 16:00:00,23.99,9/28/2016 16:00:00,39.08,7/7/2016 16:00:00,51.38,7/7/2016 16:00:00,14.4,7/7/2016 16:00:00,28.74,7/7/2016 16:00:00,12.75,7/14/2016 16:00:00,56.43,7/12/2016 16:00:00,64.62,7/20/2016 16:00:00,80.72,
7/8/2016 16:00:00,24.17,9/29/2016 16:00:00,38.75,7/8/2016 16:00:00,52.3,7/8/2016 16:00:00,14.45,7/8/2016 16:00:00,29.66,7/8/2016 16:00:00,13.09,7/15/2016 16:00:00,56.65,7/13/2016 16:00:00,64.97,7/21/2016 16:00:00,80.38,
7/11/2016 16:00:00,24.25,9/30/2016 16:00:00,38.86,7/11/2016 16:00:00,52.59,7/11/2016 16:00:00,14.99,7/11/2016 16:00:00,30.13,7/11/2016 16:00:00,13.27,7/18/2016 16:00:00,56.57,7/14/2016 16:00:00,65.23,7/22/2016 16:00:00,79.6,
7/12/2016 16:00:00,24.36,10/3/2016 16:00:00,38.63,7/12/2016 16:00:00,53.21,7/12/2016 16:00:00,14.98,7/12/2016 16:00:00,30.6,7/12/2016 16:00:00,13.45,7/19/2016 16:00:00,56.72,7/15/2016 16:00:00,65.63,7/25/2016 16:00:00,79.87,
7/13/2016 16:00:00,24.22,10/4/2016 16:00:00,38.82,7/13/2016 16:00:00,53.51,7/13/2016 16:00:00,14.84,7/13/2016 16:00:00,30.63,7/13/2016 16:00:00,13.48,7/20/2016 16:00:00,57.04,7/18/2016 16:00:00,65.45,7/26/2016 16:00:00,80.41,
7/14/2016 16:00:00,24.7,10/5/2016 16:00:00,38.82,7/14/2016 16:00:00,53.74,7/14/2016 16:00:00,14.77,7/14/2016 16:00:00,30.76,7/14/2016 16:00:00,13.59,7/21/2016 16:00:00,56.92,7/19/2016 16:00:00,65.6,7/27/2016 16:00:00,79.43,
7/15/2016 16:00:00,24.7,10/6/2016 16:00:00,38.84,7/15/2016 16:00:00,53.7,7/15/2016 16:00:00,14.69,7/15/2016 16:00:00,30.77,7/15/2016 16:00:00,13.57,7/22/2016 16:00:00,57.11,7/20/2016 16:00:00,65.93,7/28/2016 16:00:00,79.77,
7/18/2016 16:00:00,24.96,10/7/2016 16:00:00,38.75,7/18/2016 16:00:00,53.96,7/18/2016 16:00:00,15.08,7/18/2016 16:00:00,30.87,7/18/2016 16:00:00,13.65,7/25/2016 16:00:00,57.17,7/21/2016 16:00:00,65.75,7/29/2016 16:00:00,79.59,
7/19/2016 16:00:00,24.97,10/10/2016 16:00:00,39.3,7/19/2016 16:00:00,53.09,7/19/2016 16:00:00,15.02,7/19/2016 16:00:00,31.25,7/19/2016 16:00:00,13.65,7/26/2016 16:00:00,57.31,7/22/2016 16:00:00,66.06,8/2/2016 16:00:00,78.64,
7/20/2016 16:00:00,24.99,10/11/2016 16:00:00,39.15,7/20/2016 16:00:00,55.91,7/20/2016 16:00:00,15.22,7/20/2016 16:00:00,31.49,7/20/2016 16:00:00,13.74,7/27/2016 16:00:00,57.07,7/25/2016 16:00:00,65.8,8/3/2016 16:00:00,78.79,
7/21/2016 16:00:00,24.86,10/12/2016 16:00:00,39.31,7/21/2016 16:00:00,55.8,7/21/2016 16:00:00,14.7,7/21/2016 16:00:00,32.03,7/21/2016 16:00:00,13.92,7/28/2016 16:00:00,57,7/26/2016 16:00:00,66.26,8/4/2016 16:00:00,78.8,
7/22/2016 16:00:00,24.67,10/13/2016 16:00:00,38.91,7/22/2016 16:00:00,56.57,7/22/2016 16:00:00,14.82,7/22/2016 16:00:00,32.16,7/22/2016 16:00:00,13.84,7/29/2016 16:00:00,56.89,7/27/2016 16:00:00,66.31,8/5/2016 16:00:00,79.46,
7/25/2016 16:00:00,24.34,10/14/2016 16:00:00,38.93,7/25/2016 16:00:00,56.73,7/25/2016 16:00:00,15.33,7/25/2016 16:00:00,32.06,7/25/2016 16:00:00,13.83,8/2/2016 16:00:00,56.19,7/28/2016 16:00:00,66.4,8/8/2016 16:00:00,79.87,
7/26/2016 16:00:00,24.17,10/17/2016 16:00:00,39,7/26/2016 16:00:00,56.76,7/26/2016 16:00:00,15.3,7/26/2016 16:00:00,32.15,7/26/2016 16:00:00,13.86,8/3/2016 16:00:00,56.17,7/29/2016 16:00:00,66.31,8/9/2016 16:00:00,80.22,
7/27/2016 16:00:00,25.74,10/18/2016 16:00:00,39.76,7/27/2016 16:00:00,56.19,7/27/2016 16:00:00,15.23,7/27/2016 16:00:00,32.02,7/27/2016 16:00:00,13.84,8/4/2016 16:00:00,56.11,8/2/2016 16:00:00,65.67,8/10/2016 16:00:00,80.24,
7/28/2016 16:00:00,26.09,10/19/2016 16:00:00,40.08,7/28/2016 16:00:00,56.21,7/28/2016 16:00:00,15.37,7/28/2016 16:00:00,30.99,7/28/2016 16:00:00,12.71,8/5/2016 16:00:00,56.88,8/3/2016 16:00:00,65.62,8/11/2016 16:00:00,80.45,
7/29/2016 16:00:00,26.05,10/20/2016 16:00:00,39.85,7/29/2016 16:00:00,56.68,7/29/2016 16:00:00,15.65,7/29/2016 16:00:00,31.54,7/29/2016 16:00:00,12.66,8/8/2016 16:00:00,57.04,8/4/2016 16:00:00,65.51,8/12/2016 16:00:00,80.15,
8/1/2016 16:00:00,26.51,10/21/2016 16:00:00,39.97,8/1/2016 16:00:00,56.58,8/1/2016 16:00:00,15.33,8/1/2016 16:00:00,31.3,8/1/2016 16:00:00,12.48,8/9/2016 16:00:00,57.31,8/5/2016 16:00:00,66.35,8/15/2016 16:00:00,80.16,
8/2/2016 16:00:00,26.12,10/24/2016 16:00:00,40.66,8/2/2016 16:00:00,56.58,8/2/2016 16:00:00,15.15,8/2/2016 16:00:00,29.93,8/2/2016 16:00:00,11.94,8/10/2016 16:00:00,57.22,8/8/2016 16:00:00,66.67,8/16/2016 16:00:00,79.94,
8/3/2016 16:00:00,26.45,10/25/2016 16:00:00,40.38,8/3/2016 16:00:00,56.97,8/3/2016 16:00:00,15.05,8/3/2016 16:00:00,30.24,8/3/2016 16:00:00,12.13,8/11/2016 16:00:00,57.28,8/9/2016 16:00:00,66.9,8/17/2016 16:00:00,80.34,
8/4/2016 16:00:00,26.47,10/26/2016 16:00:00,39.95,8/4/2016 16:00:00,57.39,8/4/2016 16:00:00,15.37,8/4/2016 16:00:00,30.34,8/4/2016 16:00:00,12.08,8/12/2016 16:00:00,57.17,8/10/2016 16:00:00,66.71,8/18/2016 16:00:00,80.14,
8/5/2016 16:00:00,26.87,10/27/2016 16:00:00,39.77,8/5/2016 16:00:00,57.96,8/5/2016 16:00:00,15.34,8/5/2016 16:00:00,30.8,8/5/2016 16:00:00,12.19,8/15/2016 16:00:00,57.16,8/11/2016 16:00:00,66.92,8/19/2016 16:00:00,80.96,
8/8/2016 16:00:00,27.09,10/28/2016 16:00:00,39.77,8/8/2016 16:00:00,58.06,8/8/2016 16:00:00,15.08,8/8/2016 16:00:00,30.88,8/8/2016 16:00:00,12.18,8/16/2016 16:00:00,56.91,8/12/2016 16:00:00,66.8,8/22/2016 16:00:00,81.07,
8/9/2016 16:00:00,27.2,10/31/2016 16:00:00,39.23,8/9/2016 16:00:00,58.2,8/9/2016 16:00:00,15.27,8/9/2016 16:00:00,31.07,8/9/2016 16:00:00,12.31,8/17/2016 16:00:00,56.99,8/15/2016 16:00:00,66.8,8/23/2016 16:00:00,82.23,
8/10/2016 16:00:00,27,11/1/2016 16:00:00,39.18,8/10/2016 16:00:00,58.02,8/10/2016 16:00:00,15.04,8/10/2016 16:00:00,31.25,8/10/2016 16:00:00,12.25,8/18/2016 16:00:00,56.74,8/16/2016 16:00:00,66.5,8/24/2016 16:00:00,81.86,
8/11/2016 16:00:00,26.98,11/2/2016 16:00:00,38.44,8/11/2016 16:00:00,58.3,8/11/2016 16:00:00,14.99,8/11/2016 16:00:00,31.75,8/11/2016 16:00:00,12.31,8/19/2016 16:00:00,56.78,8/17/2016 16:00:00,66.73,8/25/2016 16:00:00,81.37,
8/12/2016 16:00:00,27.05,11/3/2016 16:00:00,38.11,8/12/2016 16:00:00,57.94,8/12/2016 16:00:00,15.04,8/12/2016 16:00:00,31.57,8/12/2016 16:00:00,12.33,8/22/2016 16:00:00,56.9,8/18/2016 16:00:00,66.5,8/26/2016 16:00:00,81.54,
8/15/2016 16:00:00,27.37,11/4/2016 16:00:00,38.1,8/15/2016 16:00:00,58.12,8/15/2016 16:00:00,15.04,8/15/2016 16:00:00,31.86,8/15/2016 16:00:00,12.43,8/23/2016 16:00:00,57.15,8/19/2016 16:00:00,66.42,8/29/2016 16:00:00,81.75,
