DATE,NASDAQ:AAPL,#REF!,NASDAQ:GOOG,#REF!,NASDAQ:MSFT,#REF!,NASDAQ:TSLA,#REF!,NYSE:GM,#REF!,NYSE:F,#REF!,TSE:TD,,TSE:BNS,,TSE:RY,
1/2/2014 16:00:00,19.75,3/27/2014 16:00:00,27.85,1/2/2014 16:00:00,37.16,1/2/2014 16:00:00,10.01,1/2/2014 16:00:00,40.95,1/2/2014 16:00:00,15.44,1/2/2014 16:00:00,49.44,1/2/2014 16:00:00,66.01,1/2/2014 16:00:00,71.59,
1/3/2014 16:00:00,19.32,3/28/2014 16:00:00,27.92,1/3/2014 16:00:00,36.91,1/3/2014 16:00:00,9.97,1/3/2014 16:00:00,39.57,1/3/2014 16:00:00,15.51,1/3/2014 16:00:00,49.43,1/3/2014 16:00:00,65.46,1/3/2014 16:00:00,71.39,
1/6/2014 16:00:00,19.43,3/31/2014 16:00:00,27.77,1/6/2014 16:00:00,36.13,1/6/2014 16:00:00,9.8,1/6/2014 16:00:00,40.4,1/6/2014 16:00:00,15.58,1/6/2014 16:00:00,49,1/6/2014 16:00:00,64.74,1/6/2014 16:00:00,70.7,
1/7/2014 16:00:00,19.29,4/1/2014 16:00:00,28.28,1/7/2014 16:00:00,36.41,1/7/2014 16:00:00,9.96,1/7/2014 16:00:00,40.2,1/7/2014 16:00:00,15.38,1/7/2014 16:00:00,48.96,1/7/2014 16:00:00,64.48,1/7/2014 16:00:00,70.97,
1/8/2014 16:00:00,19.41,4/2/2014 16:00:00,28.27,1/8/2014 16:00:00,35.76,1/8/2014 16:00:00,10.09,1/8/2014 16:00:00,40.42,1/8/2014 16:00:00,15.54,1/8/2014 16:00:00,49.04,1/8/2014 16:00:00,64.4,1/8/2014 16:00:00,71,
1/9/2014 16:00:00,19.16,4/3/2014 16:00:00,28.41,1/9/2014 16:00:00,35.53,1/9/2014 16:00:00,9.84,1/9/2014 16:00:00,40.49,1/9/2014 16:00:00,15.84,1/9/2014 16:00:00,49.03,1/9/2014 16:00:00,64.51,1/9/2014 16:00:00,71.12,
1/10/2014 16:00:00,19.03,4/4/2014 16:00:00,27.08,1/10/2014 16:00:00,36.04,1/10/2014 16:00:00,9.71,1/10/2014 16:00:00,40.03,1/10/2014 16:00:00,16.07,1/10/2014 16:00:00,48.85,1/10/2014 16:00:00,64.43,1/10/2014 16:00:00,71.18,
1/13/2014 16:00:00,19.13,4/7/2014 16:00:00,26.83,1/13/2014 16:00:00,34.98,1/13/2014 16:00:00,9.29,1/13/2014 16:00:00,39.58,1/13/2014 16:00:00,16.11,1/13/2014 16:00:00,48.9,1/13/2014 16:00:00,64.27,1/13/2014 16:00:00,71.21,
1/14/2014 16:00:00,19.51,4/8/2014 16:00:00,27.67,1/14/2014 16:00:00,35.78,1/14/2014 16:00:00,10.75,1/14/2014 16:00:00,40.02,1/14/2014 16:00:00,16.4,1/14/2014 16:00:00,48.64,1/14/2014 16:00:00,63.68,1/14/2014 16:00:00,70.9,
1/15/2014 16:00:00,19.91,4/9/2014 16:00:00,28.13,1/15/2014 16:00:00,36.76,1/15/2014 16:00:00,10.94,1/15/2014 16:00:00,39.38,1/15/2014 16:00:00,16.7,1/15/2014 16:00:00,48.8,1/15/2014 16:00:00,63.73,1/15/2014 16:00:00,71.06,
1/16/2014 16:00:00,19.79,4/10/2014 16:00:00,26.97,1/16/2014 16:00:00,36.89,1/16/2014 16:00:00,11.4,1/16/2014 16:00:00,39,1/16/2014 16:00:00,16.73,1/16/2014 16:00:00,48.91,1/16/2014 16:00:00,63.61,1/16/2014 16:00:00,71.36,
1/17/2014 16:00:00,19.31,4/11/2014 16:00:00,26.46,1/17/2014 16:00:00,36.38,1/17/2014 16:00:00,11.33,1/17/2014 16:00:00,38.6,1/17/2014 16:00:00,16.52,1/17/2014 16:00:00,49.06,1/17/2014 16:00:00,63.86,1/17/2014 16:00:00,71.86,
1/21/2014 16:00:00,19.61,4/14/2014 16:00:00,26.55,1/21/2014 16:00:00,36.17,1/21/2014 16:00:00,11.78,1/21/2014 16:00:00,38.34,1/21/2014 16:00:00,16.41,1/20/2014 16:00:00,49.38,1/20/2014 16:00:00,64.88,1/20/2014 16:00:00,72.86,
1/22/2014 16:00:00,19.7,4/15/2014 16:00:00,26.75,1/22/2014 16:00:00,35.93,1/22/2014 16:00:00,11.9,1/22/2014 16:00:00,38.8,1/22/2014 16:00:00,16.55,1/21/2014 16:00:00,49.46,1/21/2014 16:00:00,64.74,1/21/2014 16:00:00,72.98,
1/23/2014 16:00:00,19.86,4/16/2014 16:00:00,27.75,1/23/2014 16:00:00,36.06,1/23/2014 16:00:00,12.1,1/23/2014 16:00:00,38.42,1/23/2014 16:00:00,16.43,1/22/2014 16:00:00,49.62,1/22/2014 16:00:00,64.6,1/22/2014 16:00:00,73.18,
1/24/2014 16:00:00,19.5,4/17/2014 16:00:00,26.73,1/24/2014 16:00:00,36.81,1/24/2014 16:00:00,11.64,1/24/2014 16:00:00,36.83,1/24/2014 16:00:00,15.83,1/23/2014 16:00:00,49.41,1/23/2014 16:00:00,64.21,1/23/2014 16:00:00,71.42,
1/27/2014 16:00:00,19.66,4/21/2014 16:00:00,26.36,1/27/2014 16:00:00,36.03,1/27/2014 16:00:00,11.31,1/27/2014 16:00:00,36.76,1/27/2014 16:00:00,15.71,1/24/2014 16:00:00,49.06,1/24/2014 16:00:00,63.05,1/24/2014 16:00:00,70.49,
1/28/2014 16:00:00,18.09,4/22/2014 16:00:00,26.67,1/28/2014 16:00:00,36.27,1/28/2014 16:00:00,11.89,1/28/2014 16:00:00,36.81,1/28/2014 16:00:00,15.72,1/27/2014 16:00:00,48.5,1/27/2014 16:00:00,61.69,1/27/2014 16:00:00,69.38,
1/29/2014 16:00:00,17.88,4/23/2014 16:00:00,26.27,1/29/2014 16:00:00,36.66,1/29/2014 16:00:00,11.68,1/29/2014 16:00:00,36.35,1/29/2014 16:00:00,15.26,1/28/2014 16:00:00,48.58,1/28/2014 16:00:00,61.88,1/28/2014 16:00:00,69.54,
1/30/2014 16:00:00,17.85,4/24/2014 16:00:00,26.19,1/30/2014 16:00:00,36.86,1/30/2014 16:00:00,12.19,1/30/2014 16:00:00,36.84,1/30/2014 16:00:00,15.25,1/29/2014 16:00:00,48.22,1/29/2014 16:00:00,61.35,1/29/2014 16:00:00,68.77,
1/31/2014 16:00:00,17.88,4/25/2014 16:00:00,25.74,1/31/2014 16:00:00,37.84,1/31/2014 16:00:00,12.09,1/31/2014 16:00:00,36.08,1/31/2014 16:00:00,14.96,1/30/2014 16:00:00,48.59,1/30/2014 16:00:00,61.79,1/30/2014 16:00:00,69.72,
2/3/2014 16:00:00,17.91,4/28/2014 16:00:00,25.79,2/3/2014 16:00:00,36.48,2/3/2014 16:00:00,11.81,2/3/2014 16:00:00,35.25,2/3/2014 16:00:00,14.55,1/31/2014 16:00:00,48.16,1/31/2014 16:00:00,61.1,1/31/2014 16:00:00,68.93,
2/4/2014 16:00:00,18.17,4/29/2014 16:00:00,26.31,2/4/2014 16:00:00,36.35,2/4/2014 16:00:00,11.92,2/4/2014 16:00:00,35.82,2/4/2014 16:00:00,14.87,2/3/2014 16:00:00,47.89,2/3/2014 16:00:00,60.59,2/3/2014 16:00:00,68.5,
2/5/2014 16:00:00,18.31,4/30/2014 16:00:00,26.26,2/5/2014 16:00:00,35.82,2/5/2014 16:00:00,11.63,2/5/2014 16:00:00,35.24,2/5/2014 16:00:00,14.73,2/4/2014 16:00:00,47.62,2/4/2014 16:00:00,60.24,2/4/2014 16:00:00,68.06,
2/6/2014 16:00:00,18.3,5/1/2014 16:00:00,26.49,2/6/2014 16:00:00,36.18,2/6/2014 16:00:00,11.89,2/6/2014 16:00:00,35.23,2/6/2014 16:00:00,14.85,2/5/2014 16:00:00,47.86,2/5/2014 16:00:00,60.94,2/5/2014 16:00:00,69.08,
2/7/2014 16:00:00,18.56,5/2/2014 16:00:00,26.32,2/7/2014 16:00:00,36.56,2/7/2014 16:00:00,12.44,2/7/2014 16:00:00,36.11,2/7/2014 16:00:00,14.97,2/6/2014 16:00:00,48.63,2/6/2014 16:00:00,61.99,2/6/2014 16:00:00,69.98,
2/10/2014 16:00:00,18.89,5/5/2014 16:00:00,26.32,2/10/2014 16:00:00,36.8,2/10/2014 16:00:00,13.1,2/10/2014 16:00:00,34.9,2/10/2014 16:00:00,14.84,2/7/2014 16:00:00,48.58,2/7/2014 16:00:00,61.7,2/7/2014 16:00:00,70.1,
2/11/2014 16:00:00,19.14,5/6/2014 16:00:00,25.69,2/11/2014 16:00:00,37.17,2/11/2014 16:00:00,13.11,2/11/2014 16:00:00,35.25,2/11/2014 16:00:00,14.96,2/10/2014 16:00:00,48.61,2/10/2014 16:00:00,61.75,2/10/2014 16:00:00,69.98,
2/12/2014 16:00:00,19.14,5/7/2014 16:00:00,25.43,2/12/2014 16:00:00,37.47,2/12/2014 16:00:00,13.02,2/12/2014 16:00:00,35.56,2/12/2014 16:00:00,15,2/11/2014 16:00:00,48.53,2/11/2014 16:00:00,62.01,2/11/2014 16:00:00,70.12,
2/13/2014 16:00:00,19.44,5/8/2014 16:00:00,25.48,2/13/2014 16:00:00,37.61,2/13/2014 16:00:00,13.31,2/13/2014 16:00:00,35.2,2/13/2014 16:00:00,15.08,2/12/2014 16:00:00,48.7,2/12/2014 16:00:00,62.33,2/12/2014 16:00:00,70.55,
2/14/2014 16:00:00,19.43,5/9/2014 16:00:00,25.87,2/14/2014 16:00:00,37.62,2/14/2014 16:00:00,13.22,2/14/2014 16:00:00,35.95,2/14/2014 16:00:00,15.24,2/13/2014 16:00:00,48.98,2/13/2014 16:00:00,63.17,2/13/2014 16:00:00,71.2,
2/18/2014 16:00:00,19.5,5/12/2014 16:00:00,26.42,2/18/2014 16:00:00,37.42,2/18/2014 16:00:00,13.58,2/18/2014 16:00:00,36.31,2/18/2014 16:00:00,15.39,2/14/2014 16:00:00,49.28,2/14/2014 16:00:00,63.29,2/14/2014 16:00:00,71.21,
2/19/2014 16:00:00,19.19,5/13/2014 16:00:00,26.58,2/19/2014 16:00:00,37.51,2/19/2014 16:00:00,12.91,2/19/2014 16:00:00,36.03,2/19/2014 16:00:00,15.25,2/18/2014 16:00:00,49.25,2/18/2014 16:00:00,63.37,2/18/2014 16:00:00,71.45,
2/20/2014 16:00:00,18.97,5/14/2014 16:00:00,26.26,2/20/2014 16:00:00,37.75,2/20/2014 16:00:00,14,2/20/2014 16:00:00,36.51,2/20/2014 16:00:00,15.27,2/19/2014 16:00:00,49.52,2/19/2014 16:00:00,63.7,2/19/2014 16:00:00,72.39,
2/21/2014 16:00:00,18.76,5/15/2014 16:00:00,25.93,2/21/2014 16:00:00,37.98,2/21/2014 16:00:00,13.97,2/21/2014 16:00:00,36.69,2/21/2014 16:00:00,15.16,2/20/2014 16:00:00,49.84,2/20/2014 16:00:00,63.95,2/20/2014 16:00:00,72.8,
2/24/2014 16:00:00,18.84,5/16/2014 16:00:00,25.96,2/24/2014 16:00:00,37.69,2/24/2014 16:00:00,14.51,2/24/2014 16:00:00,36.55,2/24/2014 16:00:00,15.18,2/21/2014 16:00:00,49.65,2/21/2014 16:00:00,63.32,2/21/2014 16:00:00,72.56,
2/25/2014 16:00:00,18.65,5/19/2014 16:00:00,26.37,2/25/2014 16:00:00,37.54,2/25/2014 16:00:00,16.53,2/25/2014 16:00:00,36.1,2/25/2014 16:00:00,15.15,2/24/2014 16:00:00,49.44,2/24/2014 16:00:00,63.51,2/24/2014 16:00:00,72.49,
2/26/2014 16:00:00,18.48,5/20/2014 16:00:00,26.42,2/26/2014 16:00:00,37.47,2/26/2014 16:00:00,16.87,2/26/2014 16:00:00,36.83,2/26/2014 16:00:00,15.26,2/25/2014 16:00:00,49.4,2/25/2014 16:00:00,63.42,2/25/2014 16:00:00,72.7,
2/27/2014 16:00:00,18.85,5/21/2014 16:00:00,26.87,2/27/2014 16:00:00,37.86,2/27/2014 16:00:00,16.84,2/27/2014 16:00:00,36.77,2/27/2014 16:00:00,15.39,2/26/2014 16:00:00,49.42,2/26/2014 16:00:00,63.42,2/26/2014 16:00:00,72.09,
2/28/2014 16:00:00,18.79,5/22/2014 16:00:00,27.18,2/28/2014 16:00:00,38.31,2/28/2014 16:00:00,16.32,2/28/2014 16:00:00,36.2,2/28/2014 16:00:00,15.39,2/27/2014 16:00:00,49.76,2/27/2014 16:00:00,63.55,2/27/2014 16:00:00,72.39,
3/3/2014 16:00:00,18.85,5/23/2014 16:00:00,27.56,3/3/2014 16:00:00,37.78,3/3/2014 16:00:00,16.7,3/3/2014 16:00:00,36.21,3/3/2014 16:00:00,15.2,2/28/2014 16:00:00,50.16,2/28/2014 16:00:00,63.32,2/28/2014 16:00:00,71.95,
3/4/2014 16:00:00,18.97,5/27/2014 16:00:00,28.22,3/4/2014 16:00:00,38.41,3/4/2014 16:00:00,16.99,3/4/2014 16:00:00,36.93,3/4/2014 16:00:00,15.37,3/3/2014 16:00:00,49.93,3/3/2014 16:00:00,63.03,3/3/2014 16:00:00,71.9,
3/5/2014 16:00:00,19.01,5/28/2014 16:00:00,28.01,3/5/2014 16:00:00,38.11,3/5/2014 16:00:00,16.84,3/5/2014 16:00:00,37.52,3/5/2014 16:00:00,15.63,3/4/2014 16:00:00,50.06,3/4/2014 16:00:00,63.12,3/4/2014 16:00:00,71.84,
3/6/2014 16:00:00,18.96,5/29/2014 16:00:00,27.93,3/6/2014 16:00:00,38.15,3/6/2014 16:00:00,16.86,3/6/2014 16:00:00,37.54,3/6/2014 16:00:00,15.67,3/5/2014 16:00:00,50.35,3/5/2014 16:00:00,63.72,3/5/2014 16:00:00,72.34,
3/7/2014 16:00:00,18.94,5/30/2014 16:00:00,27.92,3/7/2014 16:00:00,37.9,3/7/2014 16:00:00,16.41,3/7/2014 16:00:00,37.69,3/7/2014 16:00:00,15.62,3/6/2014 16:00:00,50.28,3/6/2014 16:00:00,63.69,3/6/2014 16:00:00,71.87,
3/10/2014 16:00:00,18.96,6/2/2014 16:00:00,27.62,3/10/2014 16:00:00,37.82,3/10/2014 16:00:00,15.92,3/10/2014 16:00:00,37.09,3/10/2014 16:00:00,15.51,3/7/2014 16:00:00,50.47,3/7/2014 16:00:00,63.61,3/7/2014 16:00:00,71.7,
3/11/2014 16:00:00,19.15,6/3/2014 16:00:00,27.17,3/11/2014 16:00:00,38.02,3/11/2014 16:00:00,15.63,3/11/2014 16:00:00,35.18,3/11/2014 16:00:00,15.3,3/10/2014 16:00:00,51,3/10/2014 16:00:00,63.98,3/10/2014 16:00:00,71.69,
3/12/2014 16:00:00,19.16,6/4/2014 16:00:00,27.16,3/12/2014 16:00:00,38.27,3/12/2014 16:00:00,16.1,3/12/2014 16:00:00,34.86,3/12/2014 16:00:00,15.4,3/11/2014 16:00:00,51.54,3/11/2014 16:00:00,64.82,3/11/2014 16:00:00,72.33,
3/13/2014 16:00:00,18.95,6/5/2014 16:00:00,27.62,3/13/2014 16:00:00,37.89,3/13/2014 16:00:00,15.85,3/13/2014 16:00:00,34.09,3/13/2014 16:00:00,15.18,3/12/2014 16:00:00,51.75,3/12/2014 16:00:00,65.12,3/12/2014 16:00:00,72.34,
3/14/2014 16:00:00,18.74,6/6/2014 16:00:00,27.74,3/14/2014 16:00:00,37.7,3/14/2014 16:00:00,15.4,3/14/2014 16:00:00,34.09,3/14/2014 16:00:00,15.08,3/13/2014 16:00:00,51.47,3/13/2014 16:00:00,64.61,3/13/2014 16:00:00,71.81,
3/17/2014 16:00:00,18.81,6/9/2014 16:00:00,28.03,3/17/2014 16:00:00,38.05,3/17/2014 16:00:00,15.6,3/17/2014 16:00:00,34.63,3/17/2014 16:00:00,15.28,3/14/2014 16:00:00,51.23,3/14/2014 16:00:00,64.35,3/14/2014 16:00:00,71.17,
3/18/2014 16:00:00,18.98,6/10/2014 16:00:00,27.95,3/18/2014 16:00:00,39.55,3/18/2014 16:00:00,16,3/18/2014 16:00:00,35.17,3/18/2014 16:00:00,15.49,3/17/2014 16:00:00,51.46,3/17/2014 16:00:00,64.45,3/17/2014 16:00:00,71.45,
3/19/2014 16:00:00,18.97,6/11/2014 16:00:00,27.87,3/19/2014 16:00:00,39.27,3/19/2014 16:00:00,15.72,3/19/2014 16:00:00,34.91,3/19/2014 16:00:00,15.48,3/18/2014 16:00:00,51.74,3/18/2014 16:00:00,64.83,3/18/2014 16:00:00,71.9,
3/20/2014 16:00:00,18.88,6/12/2014 16:00:00,27.49,3/20/2014 16:00:00,40.33,3/20/2014 16:00:00,15.66,3/20/2014 16:00:00,35.26,3/20/2014 16:00:00,15.55,3/19/2014 16:00:00,51.59,3/19/2014 16:00:00,64.68,3/19/2014 16:00:00,71.84,
3/21/2014 16:00:00,19.03,6/13/2014 16:00:00,27.51,3/21/2014 16:00:00,40.16,3/21/2014 16:00:00,15.26,3/21/2014 16:00:00,35.01,3/21/2014 16:00:00,15.47,3/20/2014 16:00:00,51.8,3/20/2014 16:00:00,64.76,3/20/2014 16:00:00,72.19,
3/24/2014 16:00:00,19.26,6/16/2014 16:00:00,27.14,3/24/2014 16:00:00,40.5,3/24/2014 16:00:00,14.68,3/24/2014 16:00:00,35.14,3/24/2014 16:00:00,15.39,3/21/2014 16:00:00,51.54,3/21/2014 16:00:00,64.86,3/21/2014 16:00:00,72.16,
3/25/2014 16:00:00,19.46,6/17/2014 16:00:00,27.08,3/25/2014 16:00:00,40.34,3/25/2014 16:00:00,14.7,3/25/2014 16:00:00,34.51,3/25/2014 16:00:00,15.33,3/24/2014 16:00:00,51.7,3/24/2014 16:00:00,64.86,3/24/2014 16:00:00,72.43,
3/26/2014 16:00:00,19.28,6/18/2014 16:00:00,27.59,3/26/2014 16:00:00,39.79,3/26/2014 16:00:00,14.2,3/26/2014 16:00:00,34.22,3/26/2014 16:00:00,15.25,3/25/2014 16:00:00,51.72,3/25/2014 16:00:00,64.83,3/25/2014 16:00:00,72.7,
3/27/2014 16:00:00,19.2,6/19/2014 16:00:00,27.67,3/27/2014 16:00:00,39.36,3/27/2014 16:00:00,13.82,3/27/2014 16:00:00,34.51,3/27/2014 16:00:00,15.25,3/26/2014 16:00:00,51.58,3/26/2014 16:00:00,64.65,3/26/2014 16:00:00,72.64,
3/28/2014 16:00:00,19.17,6/20/2014 16:00:00,27.74,3/28/2014 16:00:00,40.3,3/28/2014 16:00:00,14.16,3/28/2014 16:00:00,34.73,3/28/2014 16:00:00,15.45,3/27/2014 16:00:00,51.39,3/27/2014 16:00:00,64.22,3/27/2014 16:00:00,72.21,
3/31/2014 16:00:00,19.17,6/23/2014 16:00:00,28.17,3/31/2014 16:00:00,40.99,3/31/2014 16:00:00,13.9,3/31/2014 16:00:00,34.42,3/31/2014 16:00:00,15.6,3/28/2014 16:00:00,51.47,3/28/2014 16:00:00,63.6,3/28/2014 16:00:00,72.44,
4/1/2014 16:00:00,19.34,6/24/2014 16:00:00,28.15,4/1/2014 16:00:00,41.42,4/1/2014 16:00:00,14.46,4/1/2014 16:00:00,34.34,4/1/2014 16:00:00,16.32,3/31/2014 16:00:00,51.83,3/31/2014 16:00:00,64.03,3/31/2014 16:00:00,72.89,
4/2/2014 16:00:00,19.38,6/25/2014 16:00:00,28.85,4/2/2014 16:00:00,41.35,4/2/2014 16:00:00,15.35,4/2/2014 16:00:00,34.88,4/2/2014 16:00:00,16.46,4/1/2014 16:00:00,51.61,4/1/2014 16:00:00,64.67,4/1/2014 16:00:00,73.18,
4/3/2014 16:00:00,19.24,6/26/2014 16:00:00,28.72,4/3/2014 16:00:00,41.01,4/3/2014 16:00:00,15.03,4/3/2014 16:00:00,35.44,4/3/2014 16:00:00,16.39,4/2/2014 16:00:00,51.6,4/2/2014 16:00:00,64.77,4/2/2014 16:00:00,73.19,
4/4/2014 16:00:00,18.99,6/27/2014 16:00:00,28.78,4/4/2014 16:00:00,39.87,4/4/2014 16:00:00,14.15,4/4/2014 16:00:00,34.81,4/4/2014 16:00:00,16.13,4/3/2014 16:00:00,51.59,4/3/2014 16:00:00,64.86,4/3/2014 16:00:00,72.91,
4/7/2014 16:00:00,18.7,6/30/2014 16:00:00,28.69,4/7/2014 16:00:00,39.8,4/7/2014 16:00:00,13.83,4/7/2014 16:00:00,34.11,4/7/2014 16:00:00,15.94,4/4/2014 16:00:00,51.48,4/4/2014 16:00:00,64.89,4/4/2014 16:00:00,72.91,
4/8/2014 16:00:00,18.69,7/1/2014 16:00:00,29.05,4/8/2014 16:00:00,39.82,4/8/2014 16:00:00,14.36,4/8/2014 16:00:00,34.53,4/8/2014 16:00:00,16.1,4/7/2014 16:00:00,51.35,4/7/2014 16:00:00,64.66,4/7/2014 16:00:00,73.02,
4/9/2014 16:00:00,18.94,7/2/2014 16:00:00,29.04,4/9/2014 16:00:00,40.47,4/9/2014 16:00:00,14.46,4/9/2014 16:00:00,33.62,4/9/2014 16:00:00,15.84,4/8/2014 16:00:00,51.66,4/8/2014 16:00:00,64.89,4/8/2014 16:00:00,73.1,
4/10/2014 16:00:00,18.7,7/3/2014 16:00:00,29.16,4/10/2014 16:00:00,39.36,4/10/2014 16:00:00,13.61,4/10/2014 16:00:00,33.3,4/10/2014 16:00:00,15.63,4/9/2014 16:00:00,51.8,4/9/2014 16:00:00,64.92,4/9/2014 16:00:00,73.25,
4/11/2014 16:00:00,18.56,7/7/2014 16:00:00,29.03,4/11/2014 16:00:00,39.21,4/11/2014 16:00:00,13.59,4/11/2014 16:00:00,31.93,4/11/2014 16:00:00,15.63,4/10/2014 16:00:00,51,4/10/2014 16:00:00,64.26,4/10/2014 16:00:00,72.85,
4/14/2014 16:00:00,18.63,7/8/2014 16:00:00,28.48,4/14/2014 16:00:00,39.18,4/14/2014 16:00:00,13.21,4/14/2014 16:00:00,32.55,4/14/2014 16:00:00,15.7,4/11/2014 16:00:00,51.04,4/11/2014 16:00:00,64.24,4/11/2014 16:00:00,72.85,
4/15/2014 16:00:00,18.5,7/9/2014 16:00:00,28.73,4/15/2014 16:00:00,39.75,4/15/2014 16:00:00,12.93,4/15/2014 16:00:00,33.36,4/15/2014 16:00:00,15.84,4/14/2014 16:00:00,51.18,4/14/2014 16:00:00,64.36,4/14/2014 16:00:00,72.84,
4/16/2014 16:00:00,18.54,7/10/2014 16:00:00,28.48,4/16/2014 16:00:00,40.4,4/16/2014 16:00:00,13.27,4/16/2014 16:00:00,33.97,4/16/2014 16:00:00,16.07,4/15/2014 16:00:00,51.23,4/15/2014 16:00:00,64.63,4/15/2014 16:00:00,72.91,
4/17/2014 16:00:00,18.75,7/11/2014 16:00:00,28.88,4/17/2014 16:00:00,40.01,4/17/2014 16:00:00,13.21,4/17/2014 16:00:00,33.98,4/17/2014 16:00:00,16,4/16/2014 16:00:00,51.65,4/16/2014 16:00:00,65.15,4/16/2014 16:00:00,73.31,
4/21/2014 16:00:00,18.97,7/14/2014 16:00:00,29.16,4/21/2014 16:00:00,39.94,4/21/2014 16:00:00,13.63,4/21/2014 16:00:00,33.98,4/21/2014 16:00:00,15.98,4/17/2014 16:00:00,51.78,4/17/2014 16:00:00,65.5,4/17/2014 16:00:00,73.42,
4/22/2014 16:00:00,18.99,7/15/2014 16:00:00,29.16,4/22/2014 16:00:00,39.99,4/22/2014 16:00:00,14.58,4/22/2014 16:00:00,34.23,4/22/2014 16:00:00,16.1,4/21/2014 16:00:00,51.8,4/21/2014 16:00:00,65.46,4/21/2014 16:00:00,73.54,
4/23/2014 16:00:00,18.74,7/16/2014 16:00:00,29.05,4/23/2014 16:00:00,39.69,4/23/2014 16:00:00,13.87,4/23/2014 16:00:00,34.39,4/23/2014 16:00:00,16.23,4/22/2014 16:00:00,51.84,4/22/2014 16:00:00,65.47,4/22/2014 16:00:00,72.46,
4/24/2014 16:00:00,20.28,7/17/2014 16:00:00,28.61,4/24/2014 16:00:00,39.86,4/24/2014 16:00:00,13.86,4/24/2014 16:00:00,34.17,4/24/2014 16:00:00,16.32,4/23/2014 16:00:00,51.64,4/23/2014 16:00:00,65.4,4/23/2014 16:00:00,72.13,
4/25/2014 16:00:00,20.43,7/18/2014 16:00:00,29.67,4/25/2014 16:00:00,39.91,4/25/2014 16:00:00,13.32,4/25/2014 16:00:00,33.72,4/25/2014 16:00:00,15.78,4/24/2014 16:00:00,51.77,4/24/2014 16:00:00,65.59,4/24/2014 16:00:00,72.27,
4/28/2014 16:00:00,21.22,7/21/2014 16:00:00,29.39,4/28/2014 16:00:00,40.87,4/28/2014 16:00:00,13.23,4/28/2014 16:00:00,33.76,4/28/2014 16:00:00,15.97,4/25/2014 16:00:00,51.75,4/25/2014 16:00:00,65.44,4/25/2014 16:00:00,72.41,
4/29/2014 16:00:00,21.15,7/22/2014 16:00:00,29.66,4/29/2014 16:00:00,40.51,4/29/2014 16:00:00,13.79,4/29/2014 16:00:00,33.99,4/29/2014 16:00:00,16.12,4/28/2014 16:00:00,51.83,4/28/2014 16:00:00,65.62,4/28/2014 16:00:00,72.49,
4/30/2014 16:00:00,21.07,7/23/2014 16:00:00,29.72,4/30/2014 16:00:00,40.4,4/30/2014 16:00:00,13.86,4/30/2014 16:00:00,34.48,4/30/2014 16:00:00,16.15,4/29/2014 16:00:00,52.1,4/29/2014 16:00:00,65.92,4/29/2014 16:00:00,72.75,
5/1/2014 16:00:00,21.12,7/24/2014 16:00:00,29.59,5/1/2014 16:00:00,40,5/1/2014 16:00:00,13.85,5/1/2014 16:00:00,34.9,5/1/2014 16:00:00,15.91,4/30/2014 16:00:00,52.73,4/30/2014 16:00:00,66.6,4/30/2014 16:00:00,73.15,
5/2/2014 16:00:00,21.16,7/25/2014 16:00:00,29.37,5/2/2014 16:00:00,39.69,5/2/2014 16:00:00,14.06,5/2/2014 16:00:00,34.97,5/2/2014 16:00:00,15.9,5/1/2014 16:00:00,52.27,5/1/2014 16:00:00,66.62,5/1/2014 16:00:00,72.94,
5/5/2014 16:00:00,21.46,7/28/2014 16:00:00,29.45,5/5/2014 16:00:00,39.43,5/5/2014 16:00:00,14.44,5/5/2014 16:00:00,34.75,5/5/2014 16:00:00,15.74,5/2/2014 16:00:00,52.38,5/2/2014 16:00:00,66.95,5/2/2014 16:00:00,73.19,
5/6/2014 16:00:00,21.23,7/29/2014 16:00:00,29.2,5/6/2014 16:00:00,39.06,5/6/2014 16:00:00,13.82,5/6/2014 16:00:00,34.75,5/6/2014 16:00:00,15.56,5/5/2014 16:00:00,52.22,5/5/2014 16:00:00,66.53,5/5/2014 16:00:00,73.1,
5/7/2014 16:00:00,21.15,7/30/2014 16:00:00,29.29,5/7/2014 16:00:00,39.42,5/7/2014 16:00:00,13.42,5/7/2014 16:00:00,35.07,5/7/2014 16:00:00,15.46,5/6/2014 16:00:00,51.9,5/6/2014 16:00:00,66.44,5/6/2014 16:00:00,73,
5/8/2014 16:00:00,21,7/31/2014 16:00:00,28.5,5/8/2014 16:00:00,39.64,5/8/2014 16:00:00,11.91,5/8/2014 16:00:00,34.85,5/8/2014 16:00:00,15.81,5/7/2014 16:00:00,52.11,5/7/2014 16:00:00,66.56,5/7/2014 16:00:00,73.11,
5/9/2014 16:00:00,20.91,8/1/2014 16:00:00,28.23,5/9/2014 16:00:00,39.54,5/9/2014 16:00:00,12.15,5/9/2014 16:00:00,34.23,5/9/2014 16:00:00,15.77,5/8/2014 16:00:00,52.25,5/8/2014 16:00:00,66.71,5/8/2014 16:00:00,73.23,
5/12/2014 16:00:00,21.17,8/4/2014 16:00:00,28.58,5/12/2014 16:00:00,39.97,5/12/2014 16:00:00,12.31,5/12/2014 16:00:00,34.82,5/12/2014 16:00:00,15.84,5/9/2014 16:00:00,52.18,5/9/2014 16:00:00,66.78,5/9/2014 16:00:00,73.09,
